qid,query
train_9503,"Who was the Asylum^3 Commissioner^3 in place of Isaac^3 Burdick^3 ""Asylum Commissioner""^4 ""Isaac Burdick""^4"
train_9504,"Along^3 with Isaac^3 Burdick^3 and George^3 Hail^3 who was appointed as Asylum^3 Commissioner^3 ""Isaac Burdick""^4 ""George Hail""^4 ""Asylum Commissioner""^4"
train_9505,"What was Samuel^3 Vernon^3 s job title ""Samuel Vernon""^4"
train_9506,Who made a report of the sum necessary to meet the expenses of the ensuing year VIZ^3
train_9507,Who was responsible for the payment of Town^3 debt
train_9508,"Who did the Finance^3 Committee^3 demand 500^2 Interest^3 on debt to ""Finance Committee""^4"
train_9509,Who was a likely recipient of 6^2 25^2
train_9510,What season does Easton^3 s Beach^3 serve as a residence for Southern^3 gentlemen and their families
train_9511,How far is Easton^3 s Beach^3 from the compact part of the town
train_9512,What season does Newport^3 offer a retreat to the opulent and the infirm
train_9513,"When is Brenton^3 s estate due to be sold at Public^3 Auction^3 ""Public Auction""^4"
train_9514,When is Brenton^3 s estate due to be sold
train_9515,"When did the Editors^3 of the Philadelphia^3 Freeman^3 s Journal^3 receive letters from their correspondent at Pernambuco^3 ""Philadelphia Freeman""^4"
train_9516,How many people were executed on the 12th^2 instant
train_9517,"What was the name of Dick^3 Parker^3 s shoe merchant ""Dick Parker""^4"
train_9518,Who did Dick^3 s master take a liking to
train_9519,Whose^3 wealth did Dick^3 feel was not proper for him to be doing nothing but holding men s noses all the days of his life
train_9520,"Who was Mrs^2 Sally^3 Jackson^3 s husband ""Mrs Sally Jackson""^4"
train_9521,"What season did Stephen^3 H^3 Cahoone^3 receive his DRY^3 GOODS^3 ""Stephen H Cahoone""^4 ""DRY GOODS""^4"
train_9522,"On what days will the Steam^3 Boat^3 leave Providence^3 for New^3 York^3 ""Steam Boat""^4 ""New York""^4"
train_9523,"On what days will a boat leave New^3 York^3 at 3^2 o clock ""New York""^4"
train_9524,"Who experienced the Happy^3 effects of Healing^3 Balsam^3 ""Healing Balsam""^4"
train_9525,"How many doses does each Dollar^3 Bottle^3 of Healing^3 Balsam^3 contain ""Dollar Bottle""^4 ""Healing Balsam""^4"
train_9526,During what time did Viterbi^3 find himself progressively tormented by hunger
train_9527,During how long did Viterbi^3 have no debility
train_9528,During what time did Viterbi^3 s debility make sensible progress
train_9529,When did Viterbi^3 s symptoms make a slight progress
train_9530,How many spoonfuls of wine did Viterbi^3 take
train_9531,Who paced the sun Z^3 3^2
train_9532,What percentage of the sun did Lee^3 pace
train_9533,What was the thickness of Lee^3 s Shirtings^3
train_9534,How many do 34^2 7^2 8^2 and 4^2 4^2 Checks^3
train_9535,What is the number of ENGRAVING^3 in Thames^3 street
train_9536,Who offers for sale 400^2 lbs fine WOOL^3
train_9537,"How many lbs fine WOOL^3 does JOSEPH^3 RODGERS^3 offer for sale ""JOSEPH RODGERS""^4"
train_9538,"When was Newport^3 WANTED^3 to work in a dry goods store ""Newport WANTED""^4"
train_9539,"How long has the house been occupied by Mrs^2 Ervings^3 ""Mrs Ervings""^4"
train_9540,"When was the Farm^3 in South^3 Kingstown^3 for Sale^3 ""South Kingstown""^4"
train_9541,"How far from the south ferry is South^3 Kingstown^3 ""South Kingstown""^4"
train_9542,"How many stories is the Farm^3 in South^3 Kingstown^3 ""South Kingstown""^4"
train_9543,"When was the South^3 Kingstown^3 VALUABLE^3 REAL^3 ESTATE^3 for sale ""South Kingstown VALUABLE REAL ESTATE""^4"
train_9544,What city is Portsmouth^3 about 3^2 miles from
train_9545,"How many stories is the Dwelling^3 House^3 in Portsmouth^3 ""Dwelling House""^4"
train_9546,"How many shares are in the Portsmouth^3 Woolen^3 Machinery^3 ""Portsmouth Woolen Machinery""^4"
train_9547,What is the name of the company that is now in full operation in Portsmouth^3
train_9548,"Who is the owner of the House^3 Wharf^3 Stores^3 Out^3 Houses^3 etc ""House Wharf Stores Out Houses""^4"
train_9549,"What is the number of the Rhode^3 Island^3 Republican^3 ""Rhode Island Republican""^4"
train_9550,"Who is the PRINTER^3 of the Laws^3 of the United^3 States^3 ""United States""^4"
train_9551,How much in advance is the term of the Republican^3
train_9552,"How much is the price of advertising in Rhode^3 Island^3 ""Rhode Island""^4"
train_9553,"Who signed the directions to use Muderson^3 s Cough^3 Drops^3 ""Cough Drops""^4"
train_9554,"Who signed the directions for Muderson^3 s Cough^3 Drops^3 ""Cough Drops""^4"
train_9555,"How much does Muderson^3 s Cough^3 Drops^3 cost for a large bottle ""Cough Drops""^4"
train_9556,"How much is the price for small bottles of Muderson^3 s Cough^3 Drops^3 ""Cough Drops""^4"
train_9557,"What is the number of the medicine for sale by SAMUEL^3 A VINSON^3 DRUGGIST^3 and APOTHECARY^3 ""SAMUEL A VINSON DRUGGIST""^4"
train_9558,"Who left articles intended to be sent to the Factory^3 at Compton^3 Veleg^3 Cory^3 ""Compton Veleg Cory""^4"
train_9559,Who is the Agent^3 for receiving and delivering Wool^3 in Newport^3
train_9560,When will Wool^3 be returned to Newport^3
train_9561,"When was the Globe^3 Tavern^3 first known as the Globe^3 Tavern^3 ""Globe Tavern""^4 ""Globe Tavern""^4"
train_9562,"On what day did the widow of the Pine^3 Cottage^3 sit by her blazing fagots with her five tattered children ""Pine Cottage""^4"
train_9563,How long had the Barber^3 s Ghost^3 been traveling
train_9564,How many southern states did the Barber^3 s Ghost^3 travel to
train_9565,Who did Greene^3 communicate the contents of his letter to in case of accidents
train_9566,"When was Emily^3 Geiger^3 intercepted by Lord^3 Rawdon^3 s scouts ""Emily Geiger""^4 ""Lord Rawdon""^4"
train_9567,How many Vols^3 did Greene^3 s army have
train_9568,How many pairs of Gravestones^3 are for sale on the Packet^3 wharf
train_9569,Who sells the Gravestones^3 at the lowest Prices^3
train_9570,"Who removed from Dean^3 s wharf to Messrs^3 Fowren^3 and Bowen^3 s wharf ""Messrs Fowren""^4"
train_9571,"When did James^3 Madison^3 receive his letter from the President^3 of the United^3 States^3 ""James Madison""^4 ""United States""^4"
train_9572,"What country did James^3 Madison^3 belong to ""James Madison""^4"
train_9573,"In what state is the Land^3 Office^3 at Brookville^3 located ""Land Office""^4"
train_9574,"When is the Land^3 Office^3 in Brookville^3 ""Land Office""^4"
train_9575,When are the Townships^3 17^2 18^2 19^2 and 20^2 sold
train_9576,What city was kept for sale by May^2 10^2 1829^2
train_9577,Who was Warsaw^3 kept for sale by May^2 10^2 1829^2
train_9578,How many Warsaw^3 lands were kept for sale by May^2 10^2 1829^2
train_9579,"What is the number of Townships^3 offered for sale at the Land^3 Office^3 at Vandalia^3 ""Land Office""^4"
train_9580,"What is the number of Townships^3 sold at the Land^3 Office^3 at Vandalia^3 ""Land Office""^4"
train_9581,On what day in August^2 1822^2 are Townships^3 11^2 12^2 13^2 14^2 and 15^2 sold
train_9582,On the first June^2 17^2 1822^2 in October^2 1822^2 next for the sale of Townships^3 14^2 15^2 what is the number of Townships^3 sold
train_9583,"On what day in November^2 1822^2 is the Land^3 Office^3 for the Northern^3 district of Louisiana^3 for the sale of Townships^3 18^2 19^2 20^2 and 21^2 ""Land Office""^4"
train_9584,How many Townships^3 are east of the 3rd^2 principal meridian line
train_9585,How many Townships^3 are west of the 2nd^2 principal meridian line
train_9586,How many ranges are in 1915^2 19^2 and 20^2
train_9587,"How many Townships^3 were sold at the Land^3 Office^3 for the Northern^3 district of Louisiana^3 ""Land Office""^4"
train_9588,"What is the number of Townships^3 sold at the Land^3 Office^3 for the Northern^3 district of Louisiana^3 ""Land Office""^4"
train_9589,"How many do do Townships^3 are sold at the Land^3 Office^3 for the Northern^3 district of Louisiana^3 ""Land Office""^4"
train_9590,How many Townships^3 are in ranges 1^2 and 2^2 east of the 3rd^2 meridian line
train_9591,What is the number of Townships^3 that are excluded from the lottery of the lands appropriated for satisfying warrants for military services
train_9592,How many Townships^3 are in range 1^2 east of the 3rd^2 meridian line
train_9593,"How many of the above described lands are located in the Land^3 Office^3 at the Seat^3 of Justice^3 of the county of Independence^3 ""Land Office""^4"
train_9594,How many Townships^3 are located in ranges 13^2 and 14^2 west of the 2nd^2 principal meridian line
train_9595,How many Townships^3 are located in range 2^2 west of the 5th^2 meridian
train_9596,How many Townships^3 are west of the 5th^2 meridian
train_9597,On the first June^2 17^2 1822^2 in September^2 1822^2 for the sale of the above described lands what is the number of Townships^3
train_9598,How many of the above described lands are located in the 3rd^2 range
train_9599,How many Townships^3 are in the 3rd^2 range
train_9600,How many lands are in the 3rd^2 range
train_9601,How many of the above described lands are located in the 4th^2 range
train_9602,How many lands are in the 4th^2 range
train_9603,On the first June^2 17^2 1822^2 in September^2 1822^2 for the sale of the above described lands what is the number in the 3rd^2 range
train_9604,How many of the above described lands are located in the 6th^2 range
train_9605,How many lands are in the 6th^2 range
train_9606,How many townships and ranges are for sale on the 1st^2 June^2 17^2 1822^2 in October^2 1822^2
train_9607,How many of the above described lands are located in the 8th^2 range
train_9608,On the 1st^2 June^2 17^2 1822^2 in November^2 1822^2 for the sale of the above described lands what is the number of Townships^3
train_9609,How many townships and ranges are for sale on the 1st^2 June^2 17^2 1822^2 in November^2 1822^2
train_9610,How many townships and ranges are for sale in November^2 1822^2
train_9611,How many townships and ranges are available for sale on the 1st^2 June^2 17^2 1822^2 in November^2 1822^2
train_9612,"Who will keep a constant supply of DOUBLE^3 ALE^3 at No^3 180^2 Thames^3 street corner of Long^3 Wharf^3 ""DOUBLE ALE""^4 ""Long Wharf""^4"
train_9613,Anna^3 s beauty was of that species which is exclusively what language
train_9614,Who was addressed by a man whom she married upon six weeks acquaintance
train_9615,How long did Anna^3 marry a man
train_9616,Who did Wesley^3 throw the keys at
train_9617,"Who has removed to Christian^3 Hill^3 No^3 148^2 High^3 street ""Christian Hill No""^4"
train_9618,"Who opened a store in Humphry^3 Everett^3 s fire proof building ""Humphry Everett""^4"
train_9619,"On what day of the week is the April^2 08^2 1827^2 Evening^3 Bulletin^3 published ""Evening Bulletin""^4"
train_9620,"What is the number of the April^2 14^2 1827^2 Evenings^3 published by SMITH^3 PARMENTER^3 ""SMITH PARMENTER""^4"
train_9621,How long did Adelaide^3 s father remain single
train_9622,How long has the population of Dunboyne^3 been augmented by Irish^3 emigrants
train_9623,How many Irish^3 emigrants languish with despair
train_9624,"Who did Charles^3 Masperio^3 leave to wander ""Charles Masperio""^4"
train_9625,"Who was Charles^3 Masperio^3 s bosom lord and master ""Charles Masperio""^4"
train_9626,Who did Maria^3 not hear from since the morning when he abruptly left her to wander
train_9627,"Who had not heard from Charles^3 Masperio^3 since the morning when he left her to wander ""Charles Masperio""^4"
train_9628,"Who was the victim of the murder of Maria^3 Masperio^3 ""Maria Masperio""^4"
train_9629,"What was the name of Charles^3 Masperio^3 s wife ""Charles Masperio""^4"
train_9630,"When did Charles^3 Masperio^3 discover his wife in his garden ""Charles Masperio""^4"
train_9631,"Who was the sister of Maria^3 Masperio^3 ""Maria Masperio""^4"
train_9632,"Who and Maria^3 Masperio^3 were buried in one common grave ""Maria Masperio""^4"
train_9633,"How many common graves were Charles^3 and Maria^3 Masperio^3 buried in ""Maria Masperio""^4"
train_9634,"Who lived a happier pair than Maria^3 Masperio^3 ""Maria Masperio""^4"
train_9635,"How long would Antoinette^3 Masperio^3 have lived ""Antoinette Masperio""^4"
train_9636,"How many drops did Larry^3 O^3 Bog^3 and his ghost ship take of the creature ""Larry O Bog""^4"
train_9637,When did two assassinations take place in Illinois^3
train_9638,How many acts of assassination have taken place in Illinois^3 since March^2 1827^2
train_9639,In what state have assassinations taken place since March^2 1827^2
train_9640,"How long did the criminal records of Rhode^3 Island^3 last ""Rhode Island""^4"
train_9641,What state has two cases of wanton and cold blooded murder
train_9642,"How many cases of wanton and cold blooded murder have occurred in Rhode^3 Island^3 ""Rhode Island""^4"
train_9643,"Who is a representative in the United^3 States^3 Congress^3 ""United States Congress""^4"
train_9644,"Who could not gain the votes of the electoral college of New^3 York^3 ""New York""^4"
train_9645,Who did Crawford^3 believe would have the support of Pennsylvania^3
train_9646,"Who asked Crawford^3 to vote for General^3 Jackson^3 ""General Jackson""^4"
train_9647,"How long will it take for the Springfield^3 Line^3 of Stages^3 to leave Providence^3 ""Springfield Line""^4"
train_9648,"In what country will the Springfield^3 Line^3 of Stages^3 perform in Kingston^3 ""Springfield Line""^4"
train_9649,Who excels the Circus^3 as a whole
train_9650,"Who is the publisher of The North^3 American^2 ""The North American""^4"
train_9651,"On what day did a Division^3 Review^3 take place at Dedham^3 ""Division Review""^4"
train_9652,"Who was the General^3 of the Massachusetts^3 Militia^3 ""Massachusetts Militia""^4"
train_9653,"Who is the owner of the house in Westminster^3 Street^2 ""Westminster Street""^4"
train_9654,How many Janissaries^3 have been disposed of
train_9655,"Who did M^3 Cracken^3 not present to the public ""M Cracken""^4"
train_9656,"On what day was W^3 Hutton^3 expected to perform in this town ""W Hutton""^4"
train_9657,"Who was married to Miss^3 Martha^3 N^3 Low^3 ""Miss Martha N Low""^4"
train_9658,"On what day did Joseph^3 Briggs^3 marry Mary^3 Fletcher^3 ""Joseph Briggs""^4 ""Mary Fletcher""^4"
